,q,n,width,covered,estimator,lower,upper
6333,0.5,368,1.10584734768719,1,classical,5.49554935869316,6.60139670638035
6334,0.5,368,0.5999999999999996,1,prediction-powered,5.4,6.0
6335,0.5,368,1.1231678991745797,0,classical,4.52284863879281,5.64601653796739
6336,0.5,368,1.4000000000000004,1,prediction-powered,4.9,6.300000000000001
6337,0.5,368,1.2474535904505402,1,classical,5.32385550096444,6.57130909141498
6338,0.5,368,1.6000000000000005,1,prediction-powered,4.7,6.300000000000001
6339,0.5,368,1.8660640672663105,1,classical,5.00022272816499,6.8662867954313
6340,0.5,368,1.4000000000000004,1,prediction-powered,4.9,6.300000000000001
6341,0.5,368,1.5401283122834206,1,classical,4.7610256010028,6.30115391328622
6342,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6343,0.5,368,1.0169371344635794,1,classical,4.90059089850246,5.91752803296604
6344,0.5,368,1.0,1,prediction-powered,5.0,6.0
6345,0.5,368,1.1899919319171506,1,classical,4.80721347830686,5.99720541022401
6346,0.5,368,0.5999999999999996,1,prediction-powered,5.6000000000000005,6.2
6347,0.5,368,1.08393422418023,1,classical,5.19104046573715,6.27497468991738
6348,0.5,368,1.2000000000000002,1,prediction-powered,5.2,6.4
6349,0.5,368,1.55796846734233,1,classical,5.14985020593139,6.70781867327372
6350,0.5,368,1.3999999999999995,1,prediction-powered,5.1000000000000005,6.5
6351,0.5,368,1.3050983162905405,1,classical,5.27955068084912,6.58464899713966
6352,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6353,0.5,368,1.25420513076502,1,classical,4.54945251356584,5.80365764433086
6354,0.5,368,0.6999999999999993,1,prediction-powered,5.300000000000001,6.0
6355,0.5,368,2.0635808129155393,0,classical,5.93138014463625,7.99496095755179
6356,0.5,368,1.2999999999999998,1,prediction-powered,4.9,6.2
6357,0.5,368,1.47421998390167,1,classical,4.658126460707,6.13234644460867
6358,0.5,368,0.5999999999999996,1,prediction-powered,5.1000000000000005,5.7
6359,0.5,368,1.6626409383408998,0,classical,5.75589544433767,7.41853638267857
6360,0.5,368,0.7999999999999998,1,prediction-powered,5.2,6.0
6361,0.5,368,1.0255532309429798,1,classical,5.24199494243374,6.26754817337672
6362,0.5,368,0.9000000000000004,1,prediction-powered,5.4,6.300000000000001
6363,0.5,368,1.5455747724931204,1,classical,4.20518445314353,5.75075922563665
6364,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6365,0.5,368,1.8311892342295906,1,classical,4.88190166468943,6.71309089891902
6366,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6367,0.5,368,1.2951428598138692,1,classical,5.61987416560449,6.91501702541836
6368,0.5,368,1.0,1,prediction-powered,5.2,6.2
6369,0.5,368,1.22104834070673,1,classical,5.01940360513725,6.24045194584398
6370,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6371,0.5,368,1.1839316905999802,1,classical,5.44668652105448,6.63061821165446
6372,0.5,368,0.6000000000000005,1,prediction-powered,5.5,6.1000000000000005
6373,0.5,368,1.11098000970098,1,classical,5.1259049267184,6.23688493641938
6374,0.5,368,0.7000000000000002,1,prediction-powered,5.1000000000000005,5.800000000000001
6375,0.5,368,1.5499824031530203,1,classical,5.26751604518089,6.81749844833391
6376,0.5,368,1.0999999999999996,1,prediction-powered,5.300000000000001,6.4
6377,0.5,368,1.1844951055996198,1,classical,4.78800517635892,5.97250028195854
6378,0.5,368,1.3000000000000007,1,prediction-powered,5.0,6.300000000000001
6379,0.5,368,1.4050025872449803,1,classical,4.80112573787281,6.20612832511779
6380,0.5,368,0.7999999999999998,1,prediction-powered,5.2,6.0
6381,0.5,368,1.5548756622347204,1,classical,4.25665114116687,5.81152680340159
6382,0.5,368,1.0999999999999996,1,prediction-powered,5.4,6.5
6383,0.5,368,1.1930706852278803,1,classical,5.51495311740994,6.70802380263782
6384,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6385,0.5,368,1.0620592333570507,1,classical,5.2385246377276,6.30058387108465
6386,0.5,368,1.2999999999999998,1,prediction-powered,5.1000000000000005,6.4
6387,0.5,368,1.5431499860306097,1,classical,4.47354002523839,6.016690011269
6388,0.5,368,1.0,1,prediction-powered,5.2,6.2
6389,0.5,368,1.1542845911192199,1,classical,5.1617789386611,6.31606352978032
6390,0.5,368,0.9000000000000004,1,prediction-powered,5.0,5.9
6391,0.5,368,2.1126228727637404,1,classical,5.32095653795143,7.43357941071517
6392,0.5,368,0.9000000000000004,1,prediction-powered,5.4,6.300000000000001
6393,0.5,368,1.5129900137422805,1,classical,5.05318780198534,6.56617781572762
6394,0.5,368,0.7000000000000002,1,prediction-powered,5.4,6.1000000000000005
6395,0.5,368,1.5974241335961503,1,classical,5.62095888142274,7.21838301501889
6396,0.5,368,0.5999999999999996,1,prediction-powered,5.4,6.0
6397,0.5,368,1.5520237304735796,1,classical,5.21195364404818,6.76397737452176
6398,0.5,368,1.1000000000000005,1,prediction-powered,5.0,6.1000000000000005
6399,0.5,368,1.2667077675249594,1,classical,5.52967916441373,6.79638693193869
6400,0.5,368,1.0999999999999996,1,prediction-powered,4.800000000000001,5.9
6401,0.5,368,1.1719373918955105,1,classical,4.89065661192058,6.06259400381609
6402,0.5,368,1.3999999999999995,1,prediction-powered,5.1000000000000005,6.5
6403,0.5,368,1.4716051073109702,1,classical,4.73398852722114,6.20559363453211
6404,0.5,368,0.7000000000000002,1,prediction-powered,5.5,6.2
6405,0.5,368,1.0373403557293903,1,classical,5.48580446408627,6.52314481981566
6406,0.5,368,0.7000000000000002,1,prediction-powered,5.1000000000000005,5.800000000000001
6407,0.5,368,0.99296595834823,1,classical,5.01225117506045,6.00521713340868
6408,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6409,0.5,368,1.7435182207921907,1,classical,5.26447291381039,7.00799113460258
6410,0.5,368,0.5999999999999996,1,prediction-powered,5.300000000000001,5.9
6411,0.5,368,1.33664195594777,1,classical,4.50100741570398,5.83764937165175
6412,0.5,368,0.7000000000000002,1,prediction-powered,5.1000000000000005,5.800000000000001
6413,0.5,368,0.7851422852524994,0,classical,4.67791353198697,5.46305581723947
6414,0.5,368,1.0,1,prediction-powered,4.9,5.9
6415,0.5,368,1.1675474748308696,1,classical,4.67466020442793,5.8422076792588
6416,0.5,368,1.1000000000000005,1,prediction-powered,5.0,6.1000000000000005
6417,0.5,368,1.3479561527802808,1,classical,4.76262978088636,6.11058593366664
6418,0.5,368,0.9000000000000004,1,prediction-powered,5.5,6.4
6419,0.5,368,1.1909650984122298,1,classical,5.44981220386088,6.64077730227311
6420,0.5,368,1.3999999999999995,1,prediction-powered,5.1000000000000005,6.5
6421,0.5,368,1.3308864470529604,1,classical,5.27972674667715,6.61061319373011
6422,0.5,368,0.5,0,prediction-powered,5.7,6.2
6423,0.5,368,1.0707304672636306,1,classical,4.72118351360572,5.79191398086935
6424,0.5,368,0.7000000000000002,1,prediction-powered,5.4,6.1000000000000005
6425,0.5,368,1.25184143020289,1,classical,5.08619268038811,6.338034110591
6426,0.5,368,1.4000000000000004,1,prediction-powered,4.9,6.300000000000001
6427,0.5,368,1.9853106700095697,1,classical,5.53074084550114,7.51605151551071
6428,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6429,0.5,368,1.1286987659860799,1,classical,5.22091824689684,6.34961701288292
6430,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6431,0.5,368,1.3183947936901204,1,classical,5.24595377918458,6.5643485728747
6432,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6433,0.5,368,1.2097258451827102,1,classical,4.55601084459138,5.76573668977409
6434,0.5,368,0.9000000000000004,1,prediction-powered,5.5,6.4
6435,0.5,368,0.9877476271047403,1,classical,5.43731912536365,6.42506675246839
6436,0.5,368,0.9000000000000004,1,prediction-powered,5.0,5.9
6437,0.5,368,1.3067809724135993,1,classical,4.65244735155984,5.95922832397344
6438,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6439,0.5,368,1.2771310685078596,1,classical,5.00725977226278,6.28439084077064
6440,0.5,368,0.9000000000000004,1,prediction-powered,5.2,6.1000000000000005
6441,0.5,368,1.3802520690794804,1,classical,4.78700028529357,6.16725235437305
6442,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6443,0.5,368,1.2750255724893602,0,classical,4.0851297420958,5.36015531458516
6444,0.5,368,0.8000000000000007,1,prediction-powered,5.5,6.300000000000001
6445,0.5,368,1.3943059146179397,1,classical,5.36967145990382,6.76397737452176
6446,0.5,368,0.7000000000000002,1,prediction-powered,5.0,5.7
6447,0.5,368,1.7110746692022003,1,classical,5.2879383495046,6.9990130187068
6448,0.5,368,1.0,1,prediction-powered,5.0,6.0
6449,0.5,368,1.2384164811705007,1,classical,5.3778170510816,6.6162335322521
6450,0.5,368,1.0,1,prediction-powered,5.0,6.0
6451,0.5,368,1.4335076143355705,1,classical,4.35079739562579,5.78430500996136
6452,0.5,368,1.3000000000000007,1,prediction-powered,5.0,6.300000000000001
6453,0.5,368,1.12393322693317,1,classical,4.9722987458253,6.09623197275847
6454,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6455,0.5,368,1.0089093249336702,1,classical,5.11335210732762,6.12226143226129
6456,0.5,368,0.9000000000000004,1,prediction-powered,4.9,5.800000000000001
6457,0.5,368,1.6048859162471203,1,classical,4.89332528685365,6.49821120310077
6458,0.5,368,1.0,1,prediction-powered,5.2,6.2
6459,0.5,368,1.3034598369964003,1,classical,5.02079765331325,6.32425749030965
6460,0.5,368,0.5999999999999996,1,prediction-powered,5.300000000000001,5.9
6461,0.5,368,1.3151265138633406,1,classical,5.26425724847939,6.57938376234273
6462,0.5,368,1.3000000000000007,1,prediction-powered,5.0,6.300000000000001
6463,0.5,368,1.4622493770987601,1,classical,4.33933710848772,5.80158648558648
6464,0.5,368,0.6000000000000005,1,prediction-powered,5.5,6.1000000000000005
6465,0.5,368,1.1546740375585598,1,classical,4.76289378573437,5.91756782329293
6466,0.5,368,1.0999999999999996,1,prediction-powered,5.300000000000001,6.4
6467,0.5,368,1.1543101423367306,1,classical,5.5261662378455,6.68047638018223
6468,0.5,368,1.0999999999999996,1,prediction-powered,4.9,6.0
6469,0.5,368,1.5202726829531708,1,classical,5.21765073418891,6.73792341714208
6470,0.5,368,0.9000000000000004,1,prediction-powered,5.2,6.1000000000000005
6471,0.5,368,1.35536173925526,1,classical,4.66462044014222,6.01998217939748
6472,0.5,368,0.5999999999999996,1,prediction-powered,5.6000000000000005,6.2
6473,0.5,368,1.3199693239747194,1,classical,4.65362537329697,5.97359469727169
6474,0.5,368,1.1000000000000005,1,prediction-powered,5.2,6.300000000000001
6475,0.5,368,1.2874018720715306,1,classical,5.06304430340773,6.35044617547926
6476,0.5,368,1.0,1,prediction-powered,4.9,5.9
6477,0.5,368,1.27458633569878,1,classical,4.94662131751434,6.22120765321312
6478,0.5,368,0.9000000000000004,1,prediction-powered,5.4,6.300000000000001
6479,0.5,368,1.0834252646382394,1,classical,4.89025712597291,5.97368239061115
6480,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6481,0.5,368,0.97532456006057,1,classical,4.84195169156205,5.81727625162262
6482,0.5,368,0.5999999999999996,1,prediction-powered,5.4,6.0
6483,0.5,368,1.1958293316752,1,classical,4.84560829328172,6.04143762495692
6484,0.5,368,0.5,1,prediction-powered,5.5,6.0
6485,0.5,368,1.4807009990249096,1,classical,4.76520531820971,6.24590631723462
6486,0.5,368,1.5999999999999996,1,prediction-powered,5.1000000000000005,6.7
6487,0.5,368,1.5293848302052995,1,classical,5.22939435391068,6.75877918411598
6488,0.5,368,1.1000000000000005,1,prediction-powered,5.2,6.300000000000001
6489,0.5,368,1.5259365596161896,1,classical,4.86433003393802,6.39026659355421
6490,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6491,0.5,368,1.1641201161135504,1,classical,5.04336567949476,6.20748579560831
6492,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6493,0.5,368,1.3830338205979693,1,classical,4.81514107960555,6.19817490020352
6494,0.5,368,1.0,1,prediction-powered,4.9,5.9
6495,0.5,368,1.3717756439687099,1,classical,4.61313718397955,5.98491282794826
6496,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6497,0.5,368,1.0685907383143904,1,classical,5.1051568724387,6.17374761075309
6498,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6499,0.5,368,1.0624284081566504,1,classical,5.18370157358308,6.24612998173973
6500,0.5,368,0.5999999999999996,1,prediction-powered,5.4,6.0
6501,0.5,368,1.2698101947353502,1,classical,5.06623946900236,6.33604966373771
6502,0.5,368,1.2000000000000002,1,prediction-powered,5.2,6.4
6503,0.5,368,1.1920257830616707,1,classical,5.63747123820522,6.82949702126689
6504,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6505,0.5,368,1.63759945903778,1,classical,5.2289801072984,6.86657956633618
6506,0.5,368,1.2999999999999998,1,prediction-powered,5.1000000000000005,6.4
6507,0.5,368,1.7674767088301193,1,classical,5.04962988813841,6.81710659696853
6508,0.5,368,0.9000000000000004,1,prediction-powered,5.2,6.1000000000000005
6509,0.5,368,1.3952467932452093,0,classical,4.24881431117432,5.64406110441953
6510,0.5,368,1.1999999999999993,1,prediction-powered,5.300000000000001,6.5
6511,0.5,368,1.50191914652991,1,classical,4.56898702369134,6.07090617022125
6512,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6513,0.5,368,1.09473247906144,1,classical,4.83675851891838,5.93149099797982
6514,0.5,368,1.0999999999999996,1,prediction-powered,5.1000000000000005,6.2
6515,0.5,368,1.0183815847100997,0,classical,5.95967926917726,6.97806085388736
6516,0.5,368,1.5,1,prediction-powered,5.0,6.5
6517,0.5,368,1.5054539496837398,1,classical,5.01779606455326,6.523250014237
6518,0.5,368,1.2999999999999998,1,prediction-powered,4.9,6.2
6519,0.5,368,1.4837339949725399,1,classical,4.65758791302039,6.14132190799293
6520,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6521,0.5,368,1.7936164132957897,1,classical,5.41629266507993,7.20990907837572
6522,0.5,368,1.2000000000000002,1,prediction-powered,5.1000000000000005,6.300000000000001
6523,0.5,368,0.9447335931996301,0,classical,4.68334242477234,5.62807601797197
6524,0.5,368,0.2999999999999998,0,prediction-powered,5.7,6.0
6525,0.5,368,1.16159322433752,1,classical,4.9689840547847,6.13057727912222
6526,0.5,368,1.2999999999999998,1,prediction-powered,5.1000000000000005,6.4
6527,0.5,368,1.6747488230082492,1,classical,4.7666894219348,6.44143824494305
6528,0.5,368,1.2999999999999998,1,prediction-powered,4.9,6.2
6529,0.5,368,2.07611985745171,1,classical,4.62207774625396,6.69819760370567
6530,0.5,368,1.5,1,prediction-powered,4.9,6.4
6531,0.5,368,1.1586655172301104,1,classical,4.57041985445955,5.72908537168966
6532,0.5,368,0.5999999999999996,1,prediction-powered,5.300000000000001,5.9
6533,0.5,368,1.2339363272987702,1,classical,5.33653675897983,6.5704730862786
6534,0.5,368,1.2000000000000002,1,prediction-powered,5.4,6.6000000000000005
6535,0.5,368,1.0587758626321104,1,classical,5.07531293499851,6.13408879763062
6536,0.5,368,0.7999999999999998,1,prediction-powered,4.9,5.7
6537,0.5,368,1.3264107603891198,1,classical,5.12152942024193,6.44794018063105
6538,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6539,0.5,368,0.9125687814047199,1,classical,5.1801540410314,6.09272282243612
6540,0.5,368,1.0999999999999996,1,prediction-powered,5.300000000000001,6.4
6541,0.5,368,1.4256327241585094,1,classical,4.98921906980967,6.41485179396818
6542,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6543,0.5,368,1.3694467885383101,1,classical,5.28653495393055,6.65598174246886
6544,0.5,368,1.0999999999999996,1,prediction-powered,5.1000000000000005,6.2
6545,0.5,368,0.9941813816952294,1,classical,4.90227456784722,5.89645594954245
6546,0.5,368,1.3000000000000007,1,prediction-powered,5.0,6.300000000000001
6547,0.5,368,1.2612947190648294,1,classical,5.08263367295351,6.34392839201834
6548,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6549,0.5,368,1.0573397340863506,1,classical,5.18311221175763,6.24045194584398
6550,0.5,368,0.7999999999999998,1,prediction-powered,5.1000000000000005,5.9
6551,0.5,368,1.2256476786051893,0,classical,5.65447598530498,6.88012366391017
6552,0.5,368,0.8000000000000007,1,prediction-powered,5.5,6.300000000000001
6553,0.5,368,1.2152195165994097,1,classical,5.00451353178795,6.21973304838736
6554,0.5,368,0.5,1,prediction-powered,5.300000000000001,5.800000000000001
6555,0.5,368,0.9827497590235996,0,classical,4.41057697064695,5.39332672967055
6556,0.5,368,1.4000000000000004,1,prediction-powered,5.0,6.4
6557,0.5,368,1.6062082973667797,1,classical,4.99570760945938,6.60191590682616
6558,0.5,368,1.0,1,prediction-powered,5.4,6.4
6559,0.5,368,1.2154567956979996,1,classical,5.34297138259312,6.55842817829112
6560,0.5,368,0.7000000000000002,1,prediction-powered,5.0,5.7
6561,0.5,368,0.9912070578719101,0,classical,4.48913803678011,5.48034509465202
6562,0.5,368,0.5999999999999996,1,prediction-powered,5.300000000000001,5.9
6563,0.5,368,0.9465376691544396,0,classical,4.61680633285986,5.5633440020143
6564,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6565,0.5,368,1.1044084476841096,1,classical,5.40326332191138,6.50767176959549
6566,0.5,368,0.7999999999999998,1,prediction-powered,5.1000000000000005,5.9
6567,0.5,368,1.1684029122113797,1,classical,4.94924220772236,6.11764511993374
6568,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6569,0.5,368,1.25316717209442,1,classical,4.73537775772842,5.98854492982284
6570,0.5,368,0.7999999999999998,1,prediction-powered,5.4,6.2
6571,0.5,368,1.1326485522951506,1,classical,5.35728818563121,6.48993673792636
6572,0.5,368,1.1000000000000005,1,prediction-powered,5.0,6.1000000000000005
6573,0.5,368,1.3366130089219297,1,classical,5.33601160659172,6.67262461551365
6574,0.5,368,0.6999999999999993,1,prediction-powered,5.300000000000001,6.0
6575,0.5,368,1.11334168858785,1,classical,4.74616970211913,5.85951139070698
6576,0.5,368,0.7999999999999998,1,prediction-powered,5.2,6.0
6577,0.5,368,0.8674068353579294,0,classical,4.59361859946177,5.4610254348197
6578,0.5,368,1.1000000000000005,1,prediction-powered,5.0,6.1000000000000005
6579,0.5,368,1.2716116239064696,1,classical,5.17992853651575,6.45154016042222
6580,0.5,368,1.2999999999999998,1,prediction-powered,4.9,6.2
6581,0.5,368,1.07931564401796,1,classical,4.88753973691283,5.96685538093079
6582,0.5,368,0.6000000000000005,1,prediction-powered,5.2,5.800000000000001
6583,0.5,368,1.1827909541848305,1,classical,5.12089913633442,6.30369009051925
6584,0.5,368,1.2000000000000002,1,prediction-powered,4.9,6.1000000000000005
6585,0.5,368,1.5142515026254602,1,classical,4.59975927553026,6.11401077815572
6586,0.5,368,0.6999999999999993,1,prediction-powered,5.300000000000001,6.0
6587,0.5,368,1.1729247873349706,1,classical,5.15362390464595,6.32654869198092
6588,0.5,368,1.2999999999999998,1,prediction-powered,5.1000000000000005,6.4
6589,0.5,368,1.7431212697120895,1,classical,4.97330010193881,6.7164213716509
6590,0.5,368,1.0,1,prediction-powered,4.9,5.9
6591,0.5,368,1.3160923567326304,1,classical,4.63500730671709,5.95109966344972
6592,0.5,368,0.9000000000000004,1,prediction-powered,5.0,5.9
6593,0.5,368,1.7616180712486402,1,classical,4.58079561034675,6.34241368159539
6594,0.5,368,1.1999999999999993,1,prediction-powered,4.800000000000001,6.0
6595,0.5,368,1.3713751857175005,1,classical,5.00643834010147,6.37781352581897
6596,0.5,368,1.0,1,prediction-powered,4.9,5.9
6597,0.5,368,1.09974645333254,0,classical,4.53765405380743,5.63740050713997
6598,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6599,0.5,368,1.06819524939558,1,classical,5.42910793478014,6.49730318417572
6600,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6601,0.5,368,1.4759982232009001,1,classical,4.65010220692251,6.12610043012341
6602,0.5,368,0.7999999999999998,1,prediction-powered,5.2,6.0
6603,0.5,368,0.8178536393521698,1,classical,5.14000865846828,5.95786229782045
6604,0.5,368,0.6000000000000005,1,prediction-powered,5.5,6.1000000000000005
6605,0.5,368,1.2740373622429297,1,classical,4.53882887798394,5.81286624022687
6606,0.5,368,1.5,1,prediction-powered,5.2,6.7
6607,0.5,368,1.47549993539545,1,classical,4.77961486232805,6.2551147977235
6608,0.5,368,1.2000000000000002,1,prediction-powered,5.1000000000000005,6.300000000000001
6609,0.5,368,1.7119040836756305,1,classical,4.70470175747748,6.41660584115311
6610,0.5,368,1.0,1,prediction-powered,5.0,6.0
6611,0.5,368,1.1844220920275594,1,classical,5.07838986228998,6.26281195431754
6612,0.5,368,0.7999999999999998,1,prediction-powered,5.1000000000000005,5.9
6613,0.5,368,0.9916654372257696,1,classical,4.91888668055135,5.91055211777712
6614,0.5,368,1.0999999999999996,1,prediction-powered,5.1000000000000005,6.2
6615,0.5,368,1.5033219668489002,1,classical,5.15015920239519,6.65348116924409
6616,0.5,368,1.3999999999999995,1,prediction-powered,4.800000000000001,6.2
6617,0.5,368,1.27161107919083,1,classical,4.91843037406046,6.19004145325129
6618,0.5,368,0.9000000000000004,1,prediction-powered,5.4,6.300000000000001
6619,0.5,368,1.4041750263424904,1,classical,5.52599236085367,6.93016738719616
6620,0.5,368,1.4000000000000004,1,prediction-powered,4.9,6.300000000000001
6621,0.5,368,1.5130436106354095,1,classical,4.74817762413837,6.26122123477378
6622,0.5,368,1.0,1,prediction-powered,5.4,6.4
6623,0.5,368,1.33166264575636,1,classical,5.51087258720712,6.84253523296348
6624,0.5,368,0.9000000000000004,1,prediction-powered,5.2,6.1000000000000005
6625,0.5,368,1.4121112315471898,1,classical,4.83361300769168,6.24572423923887
6626,0.5,368,1.0,1,prediction-powered,5.2,6.2
6627,0.5,368,1.09353572591327,1,classical,4.74098285823438,5.83451858414765
6628,0.5,368,0.7000000000000002,1,prediction-powered,5.4,6.1000000000000005
6629,0.5,368,1.11050767680414,0,classical,4.4644477405397,5.57495541734384
6630,0.5,368,0.5999999999999996,1,prediction-powered,5.4,6.0
6631,0.5,368,1.1559141695386002,1,classical,4.84019054751697,5.99610471705557
6632,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6633,0.5,368,1.04795568687811,1,classical,5.55656033373283,6.60451602061094
6634,0.5,368,1.2000000000000002,1,prediction-powered,5.1000000000000005,6.300000000000001
6635,0.5,368,1.3925242692785007,0,classical,5.6781010571455,7.070625326424
6636,0.5,368,0.8999999999999995,1,prediction-powered,5.1000000000000005,6.0
6637,0.5,368,1.1375745745220103,1,classical,5.54404898920103,6.68162356372304
6638,0.5,368,1.2999999999999998,1,prediction-powered,5.2,6.5
6639,0.5,368,1.6150490950500904,1,classical,4.96847893406827,6.58352802911836
6640,0.5,368,1.0999999999999996,1,prediction-powered,5.1000000000000005,6.2
6641,0.5,368,1.52411354356986,1,classical,4.60721754677962,6.13133109034948
6642,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6643,0.5,368,1.40122562191935,1,classical,4.86200746029557,6.26323308221492
6644,0.5,368,1.0,1,prediction-powered,4.9,5.9
6645,0.5,368,1.75642142986508,1,classical,4.61313718397955,6.36955861384463
6646,0.5,368,1.1000000000000005,1,prediction-powered,5.2,6.300000000000001
6647,0.5,368,1.0515152301096098,0,classical,5.75526059064971,6.80677582075932
6648,0.5,368,1.0,1,prediction-powered,5.300000000000001,6.300000000000001
6649,0.5,368,0.8414120196106403,0,classical,4.580117791619,5.42152981122964
6650,0.5,368,0.8999999999999995,1,prediction-powered,5.300000000000001,6.2
6651,0.5,368,0.9843527899005204,1,classical,5.36583399000301,6.35018677990353
6652,0.5,368,0.8000000000000007,1,prediction-powered,5.5,6.300000000000001
6653,0.5,368,1.0584446426278893,0,classical,4.50404196912146,5.56248661174935
6654,0.5,368,1.0,1,prediction-powered,5.4,6.4
6655,0.5,368,1.1210155615890107,1,classical,5.05206386049023,6.17307942207924
6656,0.5,368,1.2999999999999998,1,prediction-powered,5.2,6.5
6657,0.5,368,1.4839927688741605,0,classical,5.69684783096165,7.18084059983581
6658,0.5,368,1.1000000000000005,1,prediction-powered,5.0,6.1000000000000005
6659,0.5,368,1.3515019510942894,1,classical,5.33750836350414,6.68901031459843
6660,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6661,0.5,368,1.1070872018703497,1,classical,5.46923551899029,6.57632272086064
6662,0.5,368,0.7999999999999998,0,prediction-powered,4.800000000000001,5.6000000000000005
6663,0.5,368,1.34273004308276,1,classical,4.62144063822219,5.96417068130495
6664,0.5,368,0.7999999999999998,1,prediction-powered,5.4,6.2
6665,0.5,368,1.0783736483328301,1,classical,4.6977466218297,5.77612027016253
6666,0.5,368,0.6999999999999993,1,prediction-powered,5.300000000000001,6.0
6667,0.5,368,1.0311185413789996,1,classical,5.1051568724387,6.1362754138177
6668,0.5,368,1.0,1,prediction-powered,5.2,6.2
6669,0.5,368,1.91363274465529,1,classical,5.5937347040637,7.50736744871899
6670,0.5,368,0.7000000000000002,1,prediction-powered,5.2,5.9
6671,0.5,368,1.30875948209893,1,classical,5.18854370207679,6.49730318417572
6672,0.5,368,1.0999999999999996,1,prediction-powered,4.800000000000001,5.9
6673,0.5,368,1.7799151616222302,1,classical,5.29346486787517,7.0733800294974
6674,0.5,368,1.0,1,prediction-powered,5.4,6.4
6675,0.5,368,1.42984594314201,1,classical,5.2276494849603,6.65749542810231
6676,0.5,368,1.0999999999999996,1,prediction-powered,5.1000000000000005,6.2
6677,0.5,368,1.2550444570124801,1,classical,5.02660888724029,6.28165334425277
6678,0.5,368,1.2999999999999998,1,prediction-powered,5.300000000000001,6.6000000000000005
6679,0.5,368,1.1482545789163794,1,classical,5.38769389247361,6.53594847138999
6680,0.5,368,0.9000000000000004,1,prediction-powered,5.4,6.300000000000001
6681,0.5,368,1.4201149193639697,1,classical,5.20188183753896,6.62199675690293
6682,0.5,368,1.0,1,prediction-powered,5.1000000000000005,6.1000000000000005
6683,0.5,368,1.16101991169708,1,classical,4.88753973691283,6.04855964860991
6684,0.5,368,1.2999999999999998,1,prediction-powered,4.800000000000001,6.1000000000000005
6685,0.5,368,1.58096569690405,1,classical,4.68848383329065,6.2694495301947
6686,0.5,368,1.2000000000000002,1,prediction-powered,4.7,5.9
6687,0.5,368,0.9864725146551203,0,classical,3.94065671176109,4.92712922641621
6688,0.5,368,1.0,1,prediction-powered,5.4,6.4
6689,0.5,368,1.02201306082004,1,classical,5.05206386049023,6.07407692131027
6690,0.5,368,1.0,1,prediction-powered,5.0,6.0
6691,0.5,368,1.4820017029634602,1,classical,5.34749531830343,6.82949702126689
6692,0.5,368,0.6999999999999993,1,prediction-powered,5.300000000000001,6.0
6693,0.5,368,0.8877600006134498,1,classical,5.04462789215232,5.93238789276577
6694,0.5,368,0.7999999999999998,1,prediction-powered,5.300000000000001,6.1000000000000005
6695,0.5,368,1.7591178185137597,1,classical,5.42981468506034,7.1889325035741
6696,0.5,368,1.0,1,prediction-powered,5.2,6.2
6697,0.5,368,1.70891042887449,1,classical,5.22404753118789,6.93295796006238
6698,0.5,368,0.6000000000000005,1,prediction-powered,5.5,6.1000000000000005
