system:index,ID,Latitude,Longitude,Ref_Code,Strata_Code,Type1,Type2,Type3,Year1,Year2,Year3,tree_canopy_cover_2000,tree_canopy_cover_2015,.geo
000000000000000004d3,1239,0.954954062774172,-50.8774785043893,1,1,,,,,,,76.0,50.0,"{""type"":""Point"",""coordinates"":[-50.877477954213106,0.9549521634038621]}"
000000000000000004d5,1241,2.8742944988262,-74.651212835897,1,1,,,,,,,13.0,,"{""type"":""Point"",""coordinates"":[-74.65121089346823,2.874296407141732]}"
000000000000000004d6,1242,3.80081688286817,-51.6630552203631,1,1,,,,,,,62.0,55.0,"{""type"":""Point"",""coordinates"":[-51.66305562320289,3.8008173422288243]}"
000000000000000004d8,1244,0.473906228127601,-73.9629236651948,1,1,,,,,,,78.0,,"{""type"":""Point"",""coordinates"":[-73.96292189126254,0.473904341758121]}"
000000000000000004d9,1245,-7.67022013770957,-56.0372218333891,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-56.037219719782726,-7.670220117760697]}"
000000000000000004da,1246,4.13525966314626,-52.5874216477354,1,1,,,,,,,64.0,79.0,"{""type"":""Point"",""coordinates"":[-52.58742281248115,4.135258839439372]}"
000000000000000004de,1250,-7.1191037109016,-62.9524528906405,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-62.95245160178028,-7.119101982161108]}"
000000000000000004df,1251,0.0516082130625168,-68.2208025374919,1,1,,,,,,,71.0,74.0,"{""type"":""Point"",""coordinates"":[-68.22080369170868,0.051609635592582595]}"
000000000000000004e0,1252,-1.15626651796601,-64.2422539755978,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-64.24225549969161,-1.1562671986637834]}"
000000000000000004e1,1253,1.7642463022384,-53.181657208189,1,1,,,,,,,63.0,68.0,"{""type"":""Point"",""coordinates"":[-53.18165599616651,1.764247790896915]}"
000000000000000004e3,1255,-5.92928511708389,-71.5089059720018,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-71.50890467661019,-5.9292845071711975]}"
000000000000000004e5,1257,-2.58674377639962,-58.742947469196,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-58.74294872980103,-2.5867423575081676]}"
000000000000000004e7,1259,-6.64721869215306,-65.4921698619397,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-65.4921682795788,-6.647217613180198]}"
000000000000000004e9,1261,2.23074142928222,-66.6655492860735,1,1,,,,,,,80.0,,"{""type"":""Point"",""coordinates"":[-66.66554950808572,2.230741106704209]}"
000000000000000004ea,1262,-8.17875642005024,-53.12102092651,1,1,,,,,,,79.0,76.0,"{""type"":""Point"",""coordinates"":[-53.121021140041755,-8.178758297400934]}"
000000000000000004eb,1263,-2.29892355936739,-76.3404048961796,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-76.34040309543354,-2.2989252209124507]}"
000000000000000004ed,1265,-7.61605172607711,-68.5644081336726,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-68.56440864158405,-7.616050958163437]}"
000000000000000004ee,1266,-2.52368204345436,-75.5529417181092,1,1,,,,,,,79.0,,"{""type"":""Point"",""coordinates"":[-75.55294368579922,-2.5236817504103364]}"
000000000000000004f0,1268,3.0993224774984,-65.8311940501713,1,1,,,,,,,76.0,,"{""type"":""Point"",""coordinates"":[-65.8311937326723,3.0993204827028245]}"
000000000000000004f2,1270,0.408149549329975,-70.827893155101,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-70.82789292732372,0.40815043762400816]}"
000000000000000004f3,1271,1.74753763795376,-60.2971227422735,1,1,,,,,,,78.0,76.5,"{""type"":""Point"",""coordinates"":[-60.29712381096907,1.7475395392496538]}"
000000000000000004f4,1272,0.0755932311485363,-64.8310996443466,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-64.83109763020335,0.07559514015906797]}"
000000000000000004f5,1273,-2.42881994945122,-72.9170151798794,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-72.91701298457049,-2.4288188345993285]}"
000000000000000004f8,1276,0.48522500070752,-73.6327927982761,1,1,,,,,,,45.0,,"{""type"":""Point"",""coordinates"":[-73.63279234477068,0.4852259993328201]}"
000000000000000004f9,1277,-1.28966633765792,-75.8121955091098,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-75.81219582104656,-1.2896656657786703]}"
000000000000000004fc,1280,-3.07991886738182,-62.2337108318061,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-62.2337113984806,-3.079918934019282]}"
000000000000000004fd,1281,6.39012085781733,-64.1759583076289,1,1,,,,,,,77.0,75.0,"{""type"":""Point"",""coordinates"":[-64.17595758522897,6.390119223741669]}"
000000000000000004fe,1282,-10.1482228489562,-56.7424891629615,1,1,,,,,,,75.0,77.0,"{""type"":""Point"",""coordinates"":[-56.742488978799926,-10.148222836979537]}"
000000000000000004ff,1283,-4.8901139964132,-66.1699487438176,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-66.16994718060153,-4.890113302170903]}"
00000000000000000502,1286,0.234325541852642,-67.9564283493717,1,1,,,,,,,72.0,76.0,"{""type"":""Point"",""coordinates"":[-67.95642804935092,0.23432576035858094]}"
00000000000000000505,1289,-6.46396237419246,-71.6625178855885,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-71.66251624880034,-6.463961937186732]}"
00000000000000000506,1290,-3.8657650779305,-75.8014157257002,1,1,,,,,,,76.0,,"{""type"":""Point"",""coordinates"":[-75.80141371469932,-3.865764149072263]}"
00000000000000000508,1292,-3.23164431886979,-50.9057754358395,1,1,,,,,,,67.0,56.0,"{""type"":""Point"",""coordinates"":[-50.905775409498276,-3.231644306463832]}"
0000000000000000050a,1294,-6.89165028096227,-55.3874703883761,1,1,,,,,,,77.0,76.0,"{""type"":""Point"",""coordinates"":[-55.38747072798196,-6.891652155626942]}"
0000000000000000050c,1296,-12.3747871121774,-70.3732557898016,1,1,,,,,,,71.0,75.0,"{""type"":""Point"",""coordinates"":[-70.37325636121754,-12.374785765996664]}"
0000000000000000050e,1298,-2.25553493114436,-53.4463008908944,1,1,,,,,,,76.0,64.0,"{""type"":""Point"",""coordinates"":[-53.446299184587474,-2.2555337085613685]}"
00000000000000000510,1300,-1.40150659053093,-60.8916277973123,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-60.89162899981868,-1.4015043793001463]}"
00000000000000000511,1301,-5.08145515193089,-65.3393664321088,1,1,,,,,,,80.5,81.0,"{""type"":""Point"",""coordinates"":[-65.33936826378037,-5.081453328374266]}"
00000000000000000514,1304,-10.5295576870653,-69.287731600456,1,1,,,,,,,79.0,75.0,"{""type"":""Point"",""coordinates"":[-69.28773280076668,-10.52955624086812]}"
00000000000000000516,1306,-9.06108169211347,-65.6983332196481,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-65.69833481678488,-9.06108062284627]}"
00000000000000000517,1307,-7.27945298911712,-56.5215036030649,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-56.52150484879326,-7.279451256043022]}"
00000000000000000518,1308,-9.19205606053825,-66.4507621016374,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-66.45076352854333,-9.192057798089133]}"
00000000000000000519,1309,-5.31591544108636,-51.2210841005699,1,1,,,,,,,71.0,68.0,"{""type"":""Point"",""coordinates"":[-51.22108290408848,-5.315917320865503]}"
0000000000000000051a,1310,-10.2635665314372,-59.9801971100316,1,1,,,,,,,75.0,77.0,"{""type"":""Point"",""coordinates"":[-59.980197662696455,-10.26356640392902]}"
0000000000000000051b,1311,4.42281038559326,-52.0155541378567,1,1,,,,,,,66.0,67.0,"{""type"":""Point"",""coordinates"":[-52.015552020578816,4.422808429971882]}"
0000000000000000051e,1314,-3.41058872346661,-63.3973884508713,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-63.39738962309521,-3.4105880317386146]}"
0000000000000000051f,1315,-12.3327459568806,-72.6008980313932,1,1,,,,,,,74.0,75.0,"{""type"":""Point"",""coordinates"":[-72.6008983926896,-12.332745361264777]}"
00000000000000000521,1317,-3.04434558213065,-77.0914863052428,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-77.09148515867386,-3.04434422581489]}"
00000000000000000522,1318,3.59222807389537,-64.868559391695,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-64.86855853815335,3.5922295131507322]}"
00000000000000000523,1319,-16.3681578762071,-66.278285567084,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-66.27828549979606,-16.36815600991539]}"
00000000000000000524,1320,-10.4708078674838,-72.1214671642517,1,1,,,,,,,75.0,78.0,"{""type"":""Point"",""coordinates"":[-72.12146922472625,-10.47080758448897]}"
00000000000000000525,1321,-2.4077993718028,-71.6891978495272,1,1,,,,,,,80.0,,"{""type"":""Point"",""coordinates"":[-71.68919950950416,-2.407798632233385]}"
00000000000000000526,1322,-0.847695217870596,-68.3606702272313,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-68.36067231445212,-0.8476974057653288]}"
00000000000000000527,1323,-1.13228149987999,-65.5457992844024,1,1,,,,,,,79.0,80.5,"{""type"":""Point"",""coordinates"":[-65.5457978879486,-1.1322816940972982]}"
0000000000000000052a,1326,6.14892320403095,-57.4340122686866,1,1,,,,,,,49.0,64.0,"{""type"":""Point"",""coordinates"":[-57.434010829269376,6.148921988659729]}"
0000000000000000052b,1327,-5.34313439419521,-78.3096018305263,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-78.30960008894894,-5.343135673695738]}"
0000000000000000052d,1329,-7.12260714050967,-60.802425089598,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-60.802424683244496,-7.122606835589116]}"
0000000000000000052f,1331,0.944174279364725,-57.8835292368665,1,1,,,,,,,69.0,77.0,"{""type"":""Point"",""coordinates"":[-57.883528347366195,0.9441745161576837]}"
00000000000000000531,1333,-9.98841255991114,-58.9825281554741,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-58.982527311200585,-9.988413114325088]}"
00000000000000000532,1334,-7.40665443334859,-66.5105898995606,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-66.51059128737742,-7.406656031794671]}"
00000000000000000534,1336,4.11612554759449,-58.5588826674772,1,1,,,,,,,62.0,56.0,"{""type"":""Point"",""coordinates"":[-58.55888149741584,4.1161248368190355]}"
00000000000000000535,1337,-8.80021093360485,-69.0195844881425,1,1,,,,,,,73.0,72.0,"{""type"":""Point"",""coordinates"":[-69.0195847589177,-8.800209833916526]}"
00000000000000000536,1338,-3.14217211657138,-52.6076337416283,1,1,,,,,,,65.0,,"{""type"":""Point"",""coordinates"":[-52.607635917556415,-3.1421724438264396]}"
00000000000000000537,1339,0.749868683409443,-55.4470286917141,1,1,,,,,,,70.0,76.0,"{""type"":""Point"",""coordinates"":[-55.447026481651775,0.7498691877537795]}"
00000000000000000538,1340,-7.99711706960106,-51.8269079281889,1,1,,,,,,,78.0,75.0,"{""type"":""Point"",""coordinates"":[-51.826909750512804,-7.9971168159888135]}"
00000000000000000539,1341,2.63390532879553,-66.1009581299962,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-66.10095596910261,2.6339062693504647]}"
0000000000000000053a,1342,4.42415785851944,-52.5213954743516,1,1,,,,,,,64.0,59.0,"{""type"":""Point"",""coordinates"":[-52.521396903182776,4.424159537591076]}"
0000000000000000053b,1343,-6.23489197674171,-54.997242228949,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-54.99724141749174,-6.234893456970164]}"
0000000000000000053c,1344,-4.1026508183531,-60.9441792414341,1,1,,,,,,,81.0,81.0,"{""type"":""Point"",""coordinates"":[-60.94417950573354,-4.102649433435522]}"
0000000000000000053d,1345,-5.90125768021933,-68.4361287110985,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-68.43612922247853,-5.901259057050292]}"
0000000000000000053f,1347,3.00499937266574,-73.6306368415942,1,1,,,,,,,63.0,,"{""type"":""Point"",""coordinates"":[-73.63063859896185,3.005001577220338]}"
00000000000000000540,1348,0.0696643502733405,-73.5109812457478,1,1,,,,,,,79.0,81.0,"{""type"":""Point"",""coordinates"":[-73.51098308129369,0.06966453575798497]}"
00000000000000000541,1349,-0.185547021945316,-67.4279494677166,1,1,,,,,,,46.0,73.0,"{""type"":""Point"",""coordinates"":[-67.42794876979968,-0.1855476539349364]}"
00000000000000000544,1352,-10.5715988423622,-68.1243234759761,1,1,,,,,,,79.0,73.0,"{""type"":""Point"",""coordinates"":[-68.12432212221528,-10.571596645600007]}"
00000000000000000545,1353,7.31017537181363,-61.6489075818359,1,1,,,,,,,63.0,40.0,"{""type"":""Point"",""coordinates"":[-61.64890921352329,7.310174462301262]}"
00000000000000000547,1355,-10.5707903586065,-66.3917427874699,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-66.39174286699992,-10.570789548309333]}"
0000000000000000054b,1359,-7.24468818762166,-66.7267245569229,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-66.72672391543796,-7.244688104230358]}"
0000000000000000054c,1360,-1.05897897269575,-53.6104230933054,1,1,,,,,,,79.0,77.0,"{""type"":""Point"",""coordinates"":[-53.61042531706165,-1.0589785318797011]}"
0000000000000000054d,1361,4.27404937454289,-52.2618721887658,1,1,,,,,,,68.0,66.0,"{""type"":""Point"",""coordinates"":[-52.261872762771176,4.274048359727875]}"
0000000000000000054e,1362,-0.184738538189607,-63.0839662482375,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-63.08396832825062,-0.18474055664426273]}"
00000000000000000552,1366,-4.98416760666063,-73.1757299817095,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-73.17573002769142,-4.984169120691238]}"
00000000000000000553,1367,-7.62440605821942,-56.550878512856,1,1,,,,,,,75.0,78.0,"{""type"":""Point"",""coordinates"":[-56.5508769474323,-7.624407313537596]}"
00000000000000000554,1368,-8.20786183525574,-52.2492059432595,1,1,,,,,,,76.0,76.0,"{""type"":""Point"",""coordinates"":[-52.249204456678335,-8.207862849976774]}"
00000000000000000555,1369,1.49663817909888,-72.8736265516558,1,1,,,,,,,79.0,76.0,"{""type"":""Point"",""coordinates"":[-72.87362593132046,1.4966393002754141]}"
00000000000000000556,1370,-2.7772764481616,-59.8252377235187,1,1,,,,,,,82.0,78.5,"{""type"":""Point"",""coordinates"":[-59.82523944198816,-2.7772752864208567]}"
00000000000000000557,1371,-2.73227085242716,-61.3190462095025,1,1,,,,,,,82.0,79.0,"{""type"":""Point"",""coordinates"":[-61.319047213094635,-2.7322695794884275]}"
00000000000000000558,1372,-4.49799937489457,-74.6501348575561,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-74.65013625011434,-4.497997791935088]}"
00000000000000000559,1373,-7.51876418080684,-74.336443160337,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-74.33644295010548,-7.518762291379356]}"
0000000000000000055a,1374,0.576314170517347,-67.9410671580131,1,1,,,,,,,63.0,80.0,"{""type"":""Point"",""coordinates"":[-67.9410664462218,0.576312056551559]}"
0000000000000000055d,1377,0.705671571430711,-52.5973929473892,1,1,,,,,,,64.0,,"{""type"":""Point"",""coordinates"":[-52.59739336243666,0.7056705781120242]}"
0000000000000000055e,1378,-2.33934774715281,-70.8022911695033,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-70.80229322817588,-2.339346971961937]}"
00000000000000000561,1381,-1.92782951549718,-68.1027639091569,1,1,,,,,,,78.0,76.0,"{""type"":""Point"",""coordinates"":[-68.10276236862185,-1.927829913042577]}"
00000000000000000564,1384,-2.0784769886442,-62.638222204251,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-62.638223209645005,-2.0784761830321927]}"
00000000000000000568,1388,-4.02934829116886,-65.2242922442114,1,1,,,,,,,81.0,81.0,"{""type"":""Point"",""coordinates"":[-65.2242922428941,-4.029346271217926]}"
00000000000000000569,1389,-4.41445605347136,-58.164073100101,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-58.164072690143755,-4.414456533698778]}"
0000000000000000056b,1391,-2.39162969668863,-62.4013364638253,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-62.401337925281744,-2.3916299318135894]}"
0000000000000000056e,1394,-5.17793421344544,-49.8655263368141,1,1,,,,,,,53.0,37.0,"{""type"":""Point"",""coordinates"":[-49.865525102043044,-5.177934897867675]}"
0000000000000000056f,1395,3.72535839900204,-56.9009519790824,1,1,,,,,,,71.0,76.0,"{""type"":""Point"",""coordinates"":[-56.90095205293624,3.725360434202413]}"
00000000000000000570,1396,-0.926118142174322,-76.5772906366054,1,1,,,,,,,80.0,,"{""type"":""Point"",""coordinates"":[-76.57729283889786,-0.9261196159922815]}"
00000000000000000571,1397,-7.22097266412087,-62.3913651641714,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-62.39136737532624,-7.220974604828133]}"
00000000000000000572,1398,-7.83595930762982,-51.1499375300667,1,1,,,,,,,73.0,76.0,"{""type"":""Point"",""coordinates"":[-51.14993794678075,-7.835960444816229]}"
00000000000000000573,1399,-2.19921056283,-73.8076947840967,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-73.80769612449103,-2.1992108031552933]}"
00000000000000000575,1401,-6.06807482848052,-73.33365380866,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-73.33365355060026,-6.068074027459702]}"
00000000000000000576,1402,6.16751833041225,-62.2269734671752,1,1,,,,,,,77.0,62.0,"{""type"":""Point"",""coordinates"":[-62.22697369678886,6.167516440052599]}"
00000000000000000578,1404,5.63661399749698,-60.886776894778,1,1,,,,,,,65.0,52.0,"{""type"":""Point"",""coordinates"":[-60.88677749787254,5.636615868629332]}"
00000000000000000579,1405,-5.18844450226965,-76.3129164484852,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-76.3129171965401,-5.188444999050645]}"
0000000000000000057b,1407,-5.49863276987648,-71.5792440587494,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-71.57924253662725,-5.498633445631502]}"
0000000000000000057c,1408,-3.69706146757266,-66.7590639071516,1,1,,,,,,,77.0,80.0,"{""type"":""Point"",""coordinates"":[-66.75906577537859,-3.6970629789172444]}"
0000000000000000057e,1410,-2.26739269289476,-74.7334086843952,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-74.73340996228745,-2.267394917363534]}"
0000000000000000057f,1411,-5.83523150683647,-51.3857452921514,1,1,,,,,,,71.0,68.0,"{""type"":""Point"",""coordinates"":[-51.385744128689076,-5.835233147751917]}"
00000000000000000580,1412,-10.5821091311864,-61.7267915169702,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-61.726791872522774,-10.582111205884033]}"
00000000000000000582,1414,-7.09215425237798,-54.6380059468244,1,1,,,,,,,73.0,77.0,"{""type"":""Point"",""coordinates"":[-54.638007318424044,-7.092155634495135]}"
00000000000000000583,1415,-9.39013458068684,-66.2731651699644,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-66.2731664517867,-9.390135525984254]}"
00000000000000000585,1417,-8.95543981470089,-55.0406308571726,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-55.04063292984283,-8.955440059789085]}"
00000000000000000587,1419,-12.2653723105715,-56.4902422311771,1,1,,,,,,,75.0,49.0,"{""type"":""Point"",""coordinates"":[-56.49024209130755,-12.265372803448262]}"
00000000000000000588,1420,-2.71017229643779,-64.336846575017,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-64.33684641033835,-2.7101702746675493]}"
0000000000000000058a,1422,-0.778974098635371,-62.290843683877,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-62.29084586027842,-0.7789737403296207]}"
00000000000000000592,1430,-6.89515371057034,-58.38775360585,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-58.38775457628775,-6.895152549953895]}"
00000000000000000594,1432,-6.91374883695163,-54.6471687627226,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-54.64717077108888,-6.913747001346766]}"
00000000000000000595,1433,-16.8497447000241,-65.877008129662,1,1,,,,,,,,78.0,"{""type"":""Point"",""coordinates"":[-65.87700653689541,-16.849743382788592]}"
00000000000000000596,1434,1.51550280006541,-74.9597841359965,1,1,,,,,,,36.0,52.0,"{""type"":""Point"",""coordinates"":[-74.95978514546773,1.5155012977314903]}"
00000000000000000597,1435,-11.0192293484395,-67.9257059666544,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-67.92570484309269,-11.019227963951225]}"
00000000000000000599,1437,-4.15385478954798,-53.3069721903254,1,1,,,,,,,70.0,53.0,"{""type"":""Point"",""coordinates"":[-53.3069701130715,-4.153853290832241]}"
0000000000000000059b,1439,2.46277626717056,-55.974160100443,1,1,,,,,,,68.0,77.0,"{""type"":""Point"",""coordinates"":[-55.97415911268489,2.4627748891213184]}"
0000000000000000059d,1441,-3.80108637747382,-58.8776947618158,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-58.87769384543405,-3.8010848882920305]}"
0000000000000000059e,1442,1.04038384629403,-61.0015815880901,1,1,,,,,,,65.0,71.0,"{""type"":""Point"",""coordinates"":[-61.001581513594545,1.0403840804868318]}"
000000000000000005a0,1444,-11.8622084110582,-72.7116603059267,1,1,,,,,,,69.0,73.0,"{""type"":""Point"",""coordinates"":[-72.71166246285719,-11.862207640802009]}"
000000000000000005a1,1445,3.62025551075993,-67.0008005501117,1,1,,,,,,,79.0,,"{""type"":""Point"",""coordinates"":[-67.00080256168799,3.620254963271639]}"
000000000000000005a2,1446,-6.09340731949272,-72.8194581400226,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-72.8194567717232,-6.093406180544326]}"
000000000000000005a3,1447,-0.0847560470669872,-65.1148774426041,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-65.1148792803457,-0.0847541337228458]}"
000000000000000005a4,1448,-2.35120550890321,-68.6867586753714,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-68.6867574562885,-2.3512037216630497]}"
000000000000000005a5,1449,3.33027933704581,-54.5105350080061,1,1,,,,,,,70.0,86.0,"{""type"":""Point"",""coordinates"":[-54.51053499660919,3.3302796217660546]}"
000000000000000005a7,1451,-6.76633529882745,-66.617848744486,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-66.617850504117,-6.766333579620899]}"
000000000000000005a8,1452,-6.59224179676488,-48.7622155048427,1,1,,,,,,,62.0,54.0,"{""type"":""Point"",""coordinates"":[-48.76221418748999,-6.592241356292264]}"
000000000000000005a9,1453,6.02630316774849,-67.0156227522999,1,1,,,,,,,70.0,76.0,"{""type"":""Point"",""coordinates"":[-67.01562461358965,6.02630116879102]}"
000000000000000005aa,1454,-3.65070839891204,-77.8924242125752,1,1,,,,,,,82.0,77.0,"{""type"":""Point"",""coordinates"":[-77.89242443079276,-3.650710623466674]}"
000000000000000005ad,1457,-5.44015244488023,-72.0468171641403,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-72.04681495488947,-5.44015233531556]}"
000000000000000005ae,1458,-7.32903999280058,-66.7172922464395,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-66.71729291670991,-7.329040918858393]}"
000000000000000005af,1459,-2.42828096028075,-76.358730527976,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-76.3587300007632,-2.428279283371861]}"
000000000000000005b0,1460,-7.98067789990165,-65.7937343028229,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-65.7937328247223,-7.980676110404761]}"
000000000000000005b1,1461,-6.99890912588627,-54.6579485461322,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-54.65794841833505,-6.998906913265475]}"
000000000000000005b2,1462,-6.25726002731631,-58.6580566748455,1,1,,,,,,,63.0,79.0,"{""type"":""Point"",""coordinates"":[-58.658056363945526,-6.257260307854249]}"
000000000000000005b3,1463,-6.18018457593877,-56.2110458408687,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-56.21104439704815,-6.180184746145438]}"
000000000000000005b4,1464,4.33603312914721,-67.3241940523993,1,1,,,,,,,77.0,,"{""type"":""Point"",""coordinates"":[-67.3241944064881,4.336034323471825]}"
000000000000000005b6,1466,0.889736373147018,-70.0722303380888,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-70.07223136730151,0.8897378104972165]}"
000000000000000005b7,1467,-7.75484143747373,-67.2366083121964,1,1,,,,,,,79.0,81.0,"{""type"":""Point"",""coordinates"":[-67.23660874359632,-7.754840478451941]}"
000000000000000005b8,1468,-4.93619757048859,-64.4578496437896,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-64.45784857652467,-4.936198111558268]}"
000000000000000005b9,1469,-8.15531039113469,-60.7970351978932,1,1,,,,,,,75.0,79.0,"{""type"":""Point"",""coordinates"":[-60.79703363007088,-8.155312344061915]}"
000000000000000005bc,1472,-5.23479757093027,-70.1280157172335,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-70.12801472148013,-5.234797354501215]}"
000000000000000005bd,1473,-13.1759945140846,-72.6448256487873,1,1,,,,,,,42.0,64.0,"{""type"":""Point"",""coordinates"":[-72.64482499716709,-13.175992584178767]}"
000000000000000005bf,1475,-8.94250407460955,-65.5934998259898,1,1,,,,,,,79.0,77.0,"{""type"":""Point"",""coordinates"":[-65.59350135101836,-8.94250420763304]}"
000000000000000005c1,1477,0.162909476765056,-52.2106682175702,1,1,,,,,,,67.0,57.0,"{""type"":""Point"",""coordinates"":[-52.210668905374455,0.1629087978865917]}"
000000000000000005c2,1478,3.66957301985815,-65.2280651684048,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-65.22806464238532,3.6695726209227515]}"
000000000000000005c4,1480,-8.31997158271399,-62.7791678723314,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-62.77916647574233,-8.319973568662514]}"
000000000000000005c7,1483,-8.02999540899987,-72.2192936986937,1,1,,,,,,,82.0,80.0,"{""type"":""Point"",""coordinates"":[-72.21929298363676,-8.029993768055872]}"
000000000000000005c8,1484,-10.0331486610603,-69.7757862943251,1,1,,,,,,,77.0,75.0,"{""type"":""Point"",""coordinates"":[-69.77578587016738,-10.033146816093257]}"
000000000000000005c9,1485,-10.7632094924651,-61.3470736463674,1,1,,,,,,,61.0,75.0,"{""type"":""Point"",""coordinates"":[-61.347072663215535,-10.76320867696763]}"
000000000000000005ca,1486,0.278792148416611,-61.0872808661963,1,1,,,,,,,71.0,60.0,"{""type"":""Point"",""coordinates"":[-61.08728097674072,0.2787919160635432]}"
000000000000000005cc,1488,1.31634630157588,-54.557696560423,1,1,,,,,,,72.0,76.0,"{""type"":""Point"",""coordinates"":[-54.557694449350436,1.3163444673814373]}"
000000000000000005d0,1492,0.211687996692804,-68.0547938729842,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-68.05479581858994,0.21168690431023618]}"
